,Path,Celebrity,Feature_Embedding
7134,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman228_3529.jpg,pins_Natalie Portman,[0.06310844 0.         0.01321929 ... 0.02281301 0.         0.0353562 ]
7135,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman5_3564.jpg,pins_Natalie Portman,[0.40638152 0.00372113 0.01778639 ... 0.05597105 0.01888149 0.01220033]
7136,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman71_3581.jpg,pins_Natalie Portman,[0.19816865 0.0575142  0.02405161 ... 0.03100841 0.06815134 0.0105916 ]
7137,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman213_3518.jpg,pins_Natalie Portman,[0.06902215 0.01062985 0.01736791 ... 0.03983067 0.         0.02370046]
7138,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman168_3481.jpg,pins_Natalie Portman,[0.13097385 0.03822559 0.08384813 ... 0.02029762 0.00976795 0.0080992 ]
7139,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman20_3510.jpg,pins_Natalie Portman,[0.12026707 0.02519975 0.01627671 ... 0.05853538 0.00014719 0.05315299]
7140,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman105_3438.jpg,pins_Natalie Portman,[0.03266278 0.00625841 0.01149272 ... 0.02229957 0.         0.01323629]
7141,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman183_3497.jpg,pins_Natalie Portman,[0.2844758  0.12220439 0.01422118 ... 0.04789236 0.01821896 0.00776307]
7142,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman121_3447.jpg,pins_Natalie Portman,[0.02732007 0.02043305 0.01561988 ... 0.02079462 0.         0.01119789]
7143,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman90_3596.jpg,pins_Natalie Portman,[0.3287742  0.01722777 0.05062395 ... 0.0897928  0.02710795 0.03465149]
7144,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman47_3562.jpg,pins_Natalie Portman,[0.06902215 0.01062985 0.01736791 ... 0.03983067 0.         0.02370046]
7145,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman178_3492.jpg,pins_Natalie Portman,[0.29822156 0.0949372  0.00622379 ... 0.00814403 0.03184839 0.00414192]
7146,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman182_3496.jpg,pins_Natalie Portman,[0.1072664  0.01777839 0.0336173  ... 0.1364784  0.00115689 0.03708496]
7147,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman171_3485.jpg,pins_Natalie Portman,[0.3287742  0.01722777 0.05062395 ... 0.0897928  0.02710795 0.03465149]
7148,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman54_3568.jpg,pins_Natalie Portman,[0.41887566 0.01130592 0.05919331 ... 0.09298718 0.01715047 0.03236534]
7149,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman198_3507.jpg,pins_Natalie Portman,[0.18544513 0.         0.03755671 ... 0.03214403 0.00052444 0.00774482]
7150,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman50_3565.jpg,pins_Natalie Portman,[0.20834497 0.01990287 0.02885238 ... 0.08117032 0.00737102 0.03942965]
7151,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman79_3587.jpg,pins_Natalie Portman,[0.37845305 0.00076349 0.03094718 ... 0.09604822 0.00166115 0.01471982]
7152,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman16_3476.jpg,pins_Natalie Portman,[0.32920763 0.00050448 0.03918069 ... 0.0927965  0.         0.01300061]
7153,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman164_3478.jpg,pins_Natalie Portman,[0.02928642 0.01937674 0.02910339 ... 0.02504699 0.         0.01295925]
7154,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman149_3465.jpg,pins_Natalie Portman,[0.59637636 0.00072683 0.07594523 ... 0.10219102 0.00223456 0.01493893]
7155,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman176_3490.jpg,pins_Natalie Portman,[0.086532   0.         0.01144026 ... 0.00698445 0.00772243 0.08791793]
7156,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman11_3441.jpg,pins_Natalie Portman,[0.06155491 0.10176859 0.05208497 ... 0.06714791 0.00159681 0.00959657]
7157,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman131_3455.jpg,pins_Natalie Portman,[0.02044977 0.02742292 0.01130726 ... 0.01484627 0.         0.00694989]
7158,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman39_3554.jpg,pins_Natalie Portman,[0.2865719  0.00610505 0.04448238 ... 0.0534935  0.00126734 0.04235028]
7159,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman221_3524.jpg,pins_Natalie Portman,[0.17114256 0.02964815 0.04290531 ... 0.06477638 0.         0.01731121]
7160,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman177_3491.jpg,pins_Natalie Portman,[0.06720043 0.00078478 0.01553439 ... 0.01724317 0.         0.02957842]
7161,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman48_3563.jpg,pins_Natalie Portman,[0.15625583 0.00062483 0.02559299 ... 0.02710998 0.00587072 0.02639477]
7162,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman41_3556.jpg,pins_Natalie Portman,[0.07932489 0.0104134  0.01231754 ... 0.05322973 0.00024691 0.02803336]
7163,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman68_3578.jpg,pins_Natalie Portman,[0.0256014  0.00584429 0.00842665 ... 0.01898995 0.         0.01225623]
7164,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman206_3513.jpg,pins_Natalie Portman,[0.06326861 0.09572203 0.05701431 ... 0.06337976 0.00081517 0.00971579]
7165,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman2_3509.jpg,pins_Natalie Portman,[0.02404439 0.01752115 0.01128268 ... 0.01827526 0.         0.00996242]
7166,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman14_3461.jpg,pins_Natalie Portman,[0.24233079 0.0249527  0.03300531 ... 0.05322456 0.02698396 0.01247028]
7167,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman1_3436.jpg,pins_Natalie Portman,[0.15549989 0.00283474 0.02337366 ... 0.03066002 0.         0.03346132]
7168,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman26_3543.jpg,pins_Natalie Portman,[0.2929803  0.00883912 0.02276366 ... 0.06892961 0.00690496 0.02210205]
7169,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman92_3598.jpg,pins_Natalie Portman,[0.11232805 0.03506015 0.02643297 ... 0.11328311 0.         0.03890027]
7170,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman87_3592.jpg,pins_Natalie Portman,[0.06155491 0.10176859 0.05208497 ... 0.06714791 0.00159681 0.00959657]
7171,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman94_3599.jpg,pins_Natalie Portman,[0.05903415 0.03943034 0.0425104  ... 0.03538857 0.         0.02382779]
7172,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman172_3486.jpg,pins_Natalie Portman,[0.11453258 0.022674   0.02550736 ... 0.05213672 0.         0.02839636]
7173,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman45_3560.jpg,pins_Natalie Portman,[0.40883073 0.00632453 0.03570825 ... 0.17414461 0.         0.0180117 ]
7174,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman124_3450.jpg,pins_Natalie Portman,[0.01834518 0.02368315 0.04899676 ... 0.01793937 0.         0.00653829]
7175,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman211_3517.jpg,pins_Natalie Portman,[0.16976935 0.00291753 0.00721741 ... 0.0053086  0.00990716 0.00942918]
7176,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman137_3459.jpg,pins_Natalie Portman,[0.05833452 0.00163758 0.         ... 0.08148399 0.         0.01318429]
7177,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman154_3472.jpg,pins_Natalie Portman,[0.30046648 0.00560356 0.05127504 ... 0.06206519 0.00057117 0.01581921]
7178,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman199_3508.jpg,pins_Natalie Portman,[0.05548309 0.00656478 0.01221306 ... 0.05107839 0.00041843 0.02644327]
7179,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman64_3575.jpg,pins_Natalie Portman,[0.28330588 0.00484608 0.05435042 ... 0.081258   0.         0.02376342]
7180,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman62_3573.jpg,pins_Natalie Portman,"[3.5356000e-01 1.3836184e-04 8.6704694e-02 ... 3.9473157e-02 0.0000000e+00
 3.9740611e-02]"
7181,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman174_3488.jpg,pins_Natalie Portman,[0.02522256 0.04876372 0.05338648 ... 0.0292118  0.         0.011938  ]
7182,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman208_3514.jpg,pins_Natalie Portman,[0.07444143 0.00790076 0.0134583  ... 0.04595561 0.         0.03933435]
7183,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman12_3445.jpg,pins_Natalie Portman,[0.23319516 0.03552394 0.05810763 ... 0.06740221 0.01524934 0.01310902]
7184,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman232_3532.jpg,pins_Natalie Portman,[0.03661799 0.01199881 0.01096198 ... 0.02432625 0.         0.01731333]
7185,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman122_3448.jpg,pins_Natalie Portman,[0.12825413 0.02073657 0.0273575  ... 0.0657446  0.00147768 0.03269876]
7186,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman214_3519.jpg,pins_Natalie Portman,[0.24013081 0.01219629 0.00147906 ... 0.1174702  0.07333004 0.01653907]
7187,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman123_3449.jpg,pins_Natalie Portman,[0.01948571 0.02615137 0.05298233 ... 0.01917478 0.         0.00709147]
7188,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman18_3494.jpg,pins_Natalie Portman,[0.0498596  0.08735355 0.05487103 ... 0.04785209 0.         0.01899917]
7189,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman145_3464.jpg,pins_Natalie Portman,[0.07676034 0.00788001 0.01377973 ... 0.04699852 0.         0.04214791]
7190,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman55_3569.jpg,pins_Natalie Portman,[0.03179116 0.02167948 0.02758089 ... 0.02281124 0.         0.01150519]
7191,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman28_3544.jpg,pins_Natalie Portman,[0.09640151 0.03422248 0.01449154 ... 0.06894492 0.00274338 0.01862478]
7192,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman234_3534.jpg,pins_Natalie Portman,[0.29146025 0.01664839 0.02581562 ... 0.05077855 0.02017033 0.02039627]
7193,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman37_3552.jpg,pins_Natalie Portman,[0.06516592 0.04051748 0.03429565 ... 0.09748513 0.         0.05715162]
7194,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman204_3511.jpg,pins_Natalie Portman,[0.40625194 0.00468419 0.02244858 ... 0.08273926 0.00729763 0.01312107]
7195,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman192_3503.jpg,pins_Natalie Portman,[0.5718868  0.00269319 0.04505093 ... 0.17260903 0.         0.01295078]
7196,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman78_3586.jpg,pins_Natalie Portman,[0.29166666 0.00825115 0.02367411 ... 0.06947206 0.00628005 0.0214395 ]
7197,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman166_3480.jpg,pins_Natalie Portman,[0.05476331 0.         0.00550579 ... 0.01409276 0.         0.07148512]
7198,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman38_3553.jpg,pins_Natalie Portman,[0.04746043 0.01427213 0.01870113 ... 0.04928201 0.         0.04230672]
7199,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman116_3443.jpg,pins_Natalie Portman,[0.0919269  0.0216695  0.01923065 ... 0.08750927 0.         0.04309414]
7200,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman99_3602.jpg,pins_Natalie Portman,[0.30239743 0.00122664 0.03253968 ... 0.07323427 0.00154196 0.01130187]
7201,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman188_3498.jpg,pins_Natalie Portman,[0.06326861 0.09572203 0.05701431 ... 0.06337976 0.00081517 0.00971579]
7202,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman242_3540.jpg,pins_Natalie Portman,[0.02163604 0.02312977 0.02932102 ... 0.02455771 0.         0.01218512]
7203,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman153_3471.jpg,pins_Natalie Portman,[0.05522936 0.         0.01204312 ... 0.01807017 0.         0.04198558]
7204,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman43_3558.jpg,pins_Natalie Portman,[0.33273953 0.02859887 0.03972169 ... 0.12494544 0.         0.01319759]
7205,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman53_3567.jpg,pins_Natalie Portman,[0.31246093 0.09859941 0.01919156 ... 0.03700125 0.01423575 0.00426313]
7206,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman19_3500.jpg,pins_Natalie Portman,[0.05070336 0.0730457  0.05772521 ... 0.04049293 0.         0.01982152]
7207,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman143_3463.jpg,pins_Natalie Portman,[0.0221538  0.         0.006437   ... 0.00735003 0.         0.0586438 ]
7208,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman73_3582.jpg,pins_Natalie Portman,[0.03756117 0.03371707 0.02431716 ... 0.07266284 0.         0.01595522]
7209,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman86_3591.jpg,pins_Natalie Portman,[0.1360914  0.00892046 0.00017867 ... 0.12916407 0.01067196 0.01635265]
7210,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman84_3590.jpg,pins_Natalie Portman,[0.04771508 0.03934545 0.0599475  ... 0.02284246 0.         0.00912463]
7211,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman216_3521.jpg,pins_Natalie Portman,[0.0326092  0.01297162 0.01479479 ... 0.02550121 0.         0.01341924]
7212,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman191_3502.jpg,pins_Natalie Portman,[0.21347664 0.01249723 0.01247379 ... 0.02516844 0.02053595 0.00910138]
7213,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman42_3557.jpg,pins_Natalie Portman,[0.26715648 0.00612548 0.03211328 ... 0.08349847 0.01501969 0.01087341]
7214,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman40_3555.jpg,pins_Natalie Portman,[0.2570719  0.01417618 0.00341605 ... 0.06949856 0.07473907 0.01371953]
7215,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman240_3539.jpg,pins_Natalie Portman,[0.08662717 0.         0.00643671 ... 0.01293591 0.         0.03117421]
7216,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman34_3549.jpg,pins_Natalie Portman,[0.25698867 0.01194585 0.03755601 ... 0.08358905 0.00309468 0.0160299 ]
7217,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman77_3585.jpg,pins_Natalie Portman,[0.10333359 0.02288006 0.02370427 ... 0.02883104 0.00501586 0.03649513]
7218,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman106_3439.jpg,pins_Natalie Portman,[0.07061758 0.00327738 0.0105613  ... 0.04588465 0.         0.02683519]
7219,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman150_3467.jpg,pins_Natalie Portman,[0.2933951  0.01187992 0.0175825  ... 0.06075414 0.00952066 0.02240126]
7220,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman153_3470.jpg,pins_Natalie Portman,[0.018849   0.         0.00096732 ... 0.01306405 0.         0.02494802]
7221,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman190_3501.jpg,pins_Natalie Portman,[0.06811186 0.01485888 0.01045504 ... 0.08199418 0.         0.01187364]
7222,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman138_3460.jpg,pins_Natalie Portman,[0.2873597  0.05954251 0.0257841  ... 0.05622861 0.01332343 0.01814807]
7223,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman17_3483.jpg,pins_Natalie Portman,"[3.5382795e-01 5.8589238e-05 6.1324283e-02 ... 6.8281837e-02 0.0000000e+00
 3.4595344e-02]"
7224,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman22_3523.jpg,pins_Natalie Portman,[0.2261385  0.00958997 0.00479993 ... 0.04696563 0.06464302 0.01310158]
7225,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman109_3440.jpg,pins_Natalie Portman,[0.02266089 0.01742884 0.02424218 ... 0.01073273 0.         0.00653066]
7226,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman46_3561.jpg,pins_Natalie Portman,[0.26747924 0.04579828 0.01764262 ... 0.04133037 0.00484553 0.02569543]
7227,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman170_3484.jpg,pins_Natalie Portman,[0.10273324 0.         0.00182921 ... 0.02172181 0.00133318 0.00910493]
7228,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman223_3525.jpg,pins_Natalie Portman,[0.01972278 0.01883945 0.0105205  ... 0.01592043 0.         0.00696737]
7229,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman96_3600.jpg,pins_Natalie Portman,[0.21642335 0.         0.00231957 ... 0.06166932 0.06656975 0.01303056]
7230,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman7_3579.jpg,pins_Natalie Portman,[0.08558464 0.01384732 0.01626269 ... 0.05456666 0.00082686 0.02491297]
7231,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman132_3456.jpg,pins_Natalie Portman,[0.05254784 0.         0.00553076 ... 0.00549922 0.         0.03315862]
7232,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman179_3493.jpg,pins_Natalie Portman,[0.2844417  0.00488782 0.02515015 ... 0.07008964 0.00333811 0.01692397]
7233,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman196_3506.jpg,pins_Natalie Portman,[0.35361812 0.         0.03784247 ... 0.02120768 0.01067817 0.01496835]
7234,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman224_3526.jpg,pins_Natalie Portman,[0.01217911 0.00303039 0.01416311 ... 0.02325538 0.         0.01812196]
7235,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman125_3451.jpg,pins_Natalie Portman,[0.2384912  0.01987526 0.0108125  ... 0.04719546 0.03460528 0.02040943]
7236,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman89_3594.jpg,pins_Natalie Portman,[0.40062663 0.0040657  0.05191731 ... 0.18081965 0.         0.0108804 ]
7237,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman67_3577.jpg,pins_Natalie Portman,[0.50718737 0.0040767  0.05023101 ... 0.19621146 0.         0.00994671]
7238,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman128_3452.jpg,pins_Natalie Portman,[0.09890299 0.02928946 0.04918642 ... 0.03460591 0.00044751 0.01835928]
7239,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman10_3437.jpg,pins_Natalie Portman,[0.584147   0.00911401 0.04755996 ... 0.17439473 0.         0.00854064]
7240,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman0_3435.jpg,pins_Natalie Portman,[0.49867633 0.007399   0.05750727 ... 0.12520826 0.00368947 0.01598994]
7241,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman193_3504.jpg,pins_Natalie Portman,[0.01196766 0.         0.00056009 ... 0.00627363 0.         0.02371216]
7242,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman238_3537.jpg,pins_Natalie Portman,[0.24266185 0.00218733 0.03403462 ... 0.08240201 0.00563304 0.01795316]
7243,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman133_3457.jpg,pins_Natalie Portman,"[3.6482039e-01 3.6373673e-04 3.1612318e-02 ... 8.6363740e-02 8.0032233e-04
 1.4455403e-02]"
7244,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman9_3595.jpg,pins_Natalie Portman,[0.05903415 0.03943034 0.0425104  ... 0.03538857 0.         0.02382779]
7245,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman56_3571.jpg,pins_Natalie Portman,[0.23272249 0.0084907  0.01263531 ... 0.04137351 0.03753344 0.01820764]
7246,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman243_3541.jpg,pins_Natalie Portman,"[6.1190266e-02 3.8219611e-03 1.1890435e-02 ... 4.1784905e-02 1.0379115e-05
 2.9623762e-02]"
7247,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman227_3528.jpg,pins_Natalie Portman,[0.33180922 0.01612533 0.04557749 ... 0.1038783  0.02704764 0.0406024 ]
7248,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman175_3489.jpg,pins_Natalie Portman,[0.2551282  0.04888181 0.02000836 ... 0.04265117 0.0036918  0.03122864]
7249,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman32_3548.jpg,pins_Natalie Portman,[0.32493156 0.10034765 0.01281933 ... 0.03931991 0.02446865 0.00484419]
7250,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman29_3545.jpg,pins_Natalie Portman,[0.0260208  0.00147298 0.0085519  ... 0.01901343 0.         0.01553683]
7251,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman91_3597.jpg,pins_Natalie Portman,[0.37029678 0.01297466 0.05552517 ... 0.08976034 0.03015157 0.03352228]
7252,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman157_3473.jpg,pins_Natalie Portman,[0.21932898 0.02764959 0.06992692 ... 0.04344361 0.03453846 0.01818844]
7253,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman233_3533.jpg,pins_Natalie Portman,[0.13810489 0.02863969 0.01858414 ... 0.09372915 0.00100653 0.0605683 ]
7254,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman215_3520.jpg,pins_Natalie Portman,[0.05781654 0.03755091 0.02677698 ... 0.10260065 0.00052568 0.06352584]
7255,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman141_3462.jpg,pins_Natalie Portman,[0.12157547 0.03936214 0.11097063 ... 0.01382206 0.03135635 0.00935529]
7256,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman151_3468.jpg,pins_Natalie Portman,[0.04398089 0.01689185 0.00950358 ... 0.00990139 0.00859252 0.0316974 ]
7257,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman75_3583.jpg,pins_Natalie Portman,[0.3150418  0.03298065 0.02535386 ... 0.04400453 0.01552072 0.00931392]
7258,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman134_3458.jpg,pins_Natalie Portman,[0.04256493 0.01070206 0.0077765  ... 0.06469864 0.         0.01266309]
7259,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman30_3546.jpg,pins_Natalie Portman,[0.07171446 0.00870518 0.01363473 ... 0.04489918 0.         0.03472029]
7260,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman111_3442.jpg,pins_Natalie Portman,[0.06516016 0.07778547 0.06789553 ... 0.05031595 0.         0.01404405]
7261,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman210_3516.jpg,pins_Natalie Portman,[0.23053086 0.01691975 0.03510175 ... 0.09318352 0.00804506 0.04147552]
7262,/content/105_classes_pins_dataset/pins_Natalie Portman/Natalie Portman162_3477.jpg,pins_Natalie Portman,[0.32493156 0.10034765 0.01281933 ... 0.03931991 0.02446865 0.00484419]
7263,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo34_1347.jpg,pins_Cristiano Ronaldo,"[7.2377902e-01 4.6228390e-04 4.4301637e-02 ... 2.3502500e-01 0.0000000e+00
 8.9191189e-03]"
7264,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo80_1367.jpg,pins_Cristiano Ronaldo,[0.43046808 0.0024312  0.05280399 ... 0.11598303 0.         0.01704222]
7265,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo212_1328.jpg,pins_Cristiano Ronaldo,[0.0394317  0.04353322 0.0498604  ... 0.03465489 0.         0.0285962 ]
7266,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo140_1294.jpg,pins_Cristiano Ronaldo,[0.07985558 0.01515963 0.0141221  ... 0.03498713 0.00298611 0.02802096]
7267,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo56_1356.jpg,pins_Cristiano Ronaldo,[0.35136312 0.08357707 0.01969736 ... 0.02743541 0.01219087 0.00239347]
7268,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo175_1310.jpg,pins_Cristiano Ronaldo,[0.10319635 0.05189759 0.04102264 ... 0.03395185 0.00977761 0.02419223]
7269,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo135_1290.jpg,pins_Cristiano Ronaldo,[0.06468219 0.0078491  0.0135921  ... 0.05588946 0.00045378 0.03409331]
7270,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo158_1301.jpg,pins_Cristiano Ronaldo,[0.39551002 0.00914173 0.04355404 ... 0.0902729  0.01590778 0.01457794]
7271,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo29_1344.jpg,pins_Cristiano Ronaldo,[0.4246147  0.00386916 0.03133051 ... 0.20596205 0.00162731 0.02079496]
7272,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo88_1370.jpg,pins_Cristiano Ronaldo,[0.03102677 0.01165592 0.01795321 ... 0.0249767  0.         0.01440214]
7273,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo222_1332.jpg,pins_Cristiano Ronaldo,[0.01381364 0.         0.01222625 ... 0.00865487 0.         0.05351335]
7274,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo185_1314.jpg,pins_Cristiano Ronaldo,[0.04607589 0.05565201 0.04389619 ... 0.08026818 0.00079144 0.01432813]
7275,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo147_1297.jpg,pins_Cristiano Ronaldo,[0.12899548 0.01417858 0.01890966 ... 0.04420526 0.00222606 0.03712701]
7276,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo101_1277.jpg,pins_Cristiano Ronaldo,[0.03894065 0.01526761 0.02732701 ... 0.03105083 0.         0.02776397]
